ORSId	ID	Source	Period/Epoch	Area/Site	Material	SWRadical	SWRadicalNumber
ORS00001	T00001	A-00001	商	河南安阳	甲骨	001	一
ORS00002	G00001	A-00238	商	河南安阳	甲骨	001	一
ORS00003	T00005	A-19790	商	河南安阳	甲骨	001	兀
ORS00004	G00004	A-21162	商	河南安阳	甲骨	001	元
ORS00005	G00005	A-27894	商	河南安阳	甲骨	001	元
ORS00006	T00003	A-00722-0	商	河南安阳	甲骨	001	元
ORS00007	G00002	A-00239	商	河南安阳	甲骨	001	元
ORS00008	G00003	A-14829	商	河南安阳	甲骨	001	元
ORS00009	G00007	A-05856	商	河南安阳	甲骨	001	元
ORS00010	T00004	A-19032	商	河南安阳	甲骨	001	元
ORS00011	G00006	A-04489	商	河南安阳	甲骨	001	元
ORS00012	T00006	F-03726	商	河南安阳	甲骨	001	元
ORS00013	T00013	A-00097-1	商	河南安阳	甲骨	001	吏
ORS00014	T00014	A-02153-0	商	河南安阳	甲骨	001	吏
ORS00015	T00015	A-38242	商	河南安阳	甲骨	001	吏
ORS00016	T00016	A-20342	商	河南安阳	甲骨	001	吏
ORS00017	G00009	A-36543	商	河南安阳	甲骨	001	天
ORS00018	G00010	A-17985	商	河南安阳	甲骨	001	天
ORS00019	T00007	A-36535	商	河南安阳	甲骨	001	天
ORS00020	G00008	A-36535	商	河南安阳	甲骨	001	天
ORS00021	T00012	A-22454	商	河南安阳	甲骨	001	天
ORS00022	G00011	A-22054	商	河南安阳	甲骨	001	天
ORS00023	G00013	A-22431	商	河南安阳	甲骨	001	天
ORS00024	T00011	F-02241	商	河南安阳	甲骨	001	天
ORS00025	G00012	A-22093	商	河南安阳	甲骨	001	天
ORS00026	T00008	A-04407	商	河南安阳	甲骨	001	天
ORS00027	T00009	A-18400	商	河南安阳	甲骨	001	天
ORS00028	T00010	F-00643	商	河南安阳	甲骨	001	天
ORS00029	G00014	A-14258	商	河南安阳	甲骨	002	上
ORS00030	T00017	A-10166	商	河南安阳	甲骨	002	上
ORS00031	T00019	A-03337	商	河南安阳	甲骨	002	上
ORS00032	G00015	A-14260	商	河南安阳	甲骨	002	上
ORS00033	T00018	A-30388	商	河南安阳	甲骨	002	上
ORS00034	G00035	A-06222-0	商	河南安阳	甲骨	002	下
ORS00035	G00036	A-06506	商	河南安阳	甲骨	002	下
ORS00036	T00042	A-00897	商	河南安阳	甲骨	002	下
ORS00037	G00037	A-32615	商	河南安阳	甲骨	002	下
ORS00038	T00043	A-00231	商	河南安阳	甲骨	002	下
ORS00039	T00027	A-21174	商	河南安阳	甲骨	002	帝
ORS00040	G00016	A-30391	商	河南安阳	甲骨	002	帝
ORS00041	T00020	A-30388	商	河南安阳	甲骨	002	帝
ORS00042	T00029	A-27438	商	河南安阳	甲骨	002	帝
ORS00043	G00017	A-24982	商	河南安阳	甲骨	002	帝
ORS00044	T00028	A-24900	商	河南安阳	甲骨	002	帝
ORS00045	G00018	A-24979	商	河南安阳	甲骨	002	帝
ORS00046	G00019	A-30391	商	河南安阳	甲骨	002	帝
ORS00047	G00020	A-14229-0	商	河南安阳	甲骨	002	帝
ORS00048	T00021	A-00217	商	河南安阳	甲骨	002	帝
ORS00049	G00022	A-14170	商	河南安阳	甲骨	002	帝
ORS00050	G00021	A-14211-0	商	河南安阳	甲骨	002	帝
ORS00051	G00024	A-32012	商	河南安阳	甲骨	002	帝
ORS00052	G00025	A-22450	商	河南安阳	甲骨	002	帝
ORS00053	G00026	A-14303	商	河南安阳	甲骨	002	帝
ORS00054	T00022	A-00368	商	河南安阳	甲骨	002	帝
ORS00055	T00023	A-15963	商	河南安阳	甲骨	002	帝
ORS00056	G00028	A-14302	商	河南安阳	甲骨	002	帝
ORS00057	T00099	A-15960-1	商	河南安阳	甲骨	003	禘
ORS00058	G00027	A-10001-0	商	河南安阳	甲骨	002	帝
ORS00059	T00024	A-21080	商	河南安阳	甲骨	002	帝
ORS00060	T00025	A-21081	商	河南安阳	甲骨	002	帝
ORS00061	T00026	A-21087	商	河南安阳	甲骨	002	帝
ORS00062	T00030	F-04524	商	河南安阳	甲骨	002	帝
ORS00063	T00031	F-02161	商	河南安阳	甲骨	002	帝
ORS00064	T00032	F-00930	商	河南安阳	甲骨	002	帝
ORS00065	T00033	A-34148	商	河南安阳	甲骨	002	帝
ORS00066	G00023	A-34148	商	河南安阳	甲骨	002	帝
ORS00067	T00041	A-06666	商	河南安阳	甲骨	002	帝
ORS00068	G00032	A-26953	商	河南安阳	甲骨	002	旁
ORS00069	G00033	A-06665-0	商	河南安阳	甲骨	002	旁
ORS00070	G00034	A-33198	商	河南安阳	甲骨	002	旁
ORS00071	T00034	A-06665-0	商	河南安阳	甲骨	002	旁
ORS00072	T00035	A-08623	商	河南安阳	甲骨	002	旁
ORS00073	G00029	A-08623	商	河南安阳	甲骨	002	旁
ORS00074	T00036	A-08624	商	河南安阳	甲骨	002	旁
ORS00075	G00030	A-08624	商	河南安阳	甲骨	002	旁
ORS00076	T00037	A-26953	商	河南安阳	甲骨	002	旁
ORS00077	T00038	A-33198	商	河南安阳	甲骨	002	旁
ORS00078	T00039	A-37791	商	河南安阳	甲骨	002	旁
ORS00079	T00040	F-00918	商	河南安阳	甲骨	002	旁
ORS00080	G00041	A-01252	商	河南安阳	甲骨	003	示
ORS00081	G00031	A-06666	商	河南安阳	甲骨	002	旁
ORS00082	T00045	A-00102	商	河南安阳	甲骨	003	示
ORS00083	G00042	A-17630	商	河南安阳	甲骨	003	示
ORS00084	G00045	A-19858	商	河南安阳	甲骨	003	示
ORS00085	G00046	A-22062-0	商	河南安阳	甲骨	003	示
ORS00086	T00050	A-21082	商	河南安阳	甲骨	003	示
ORS00087	T00044	A-00021-1	商	河南安阳	甲骨	003	示
ORS00088	G00043	A-00764	商	河南安阳	甲骨	003	示
ORS00089	T00046	A-36514	商	河南安阳	甲骨	003	示
ORS00090	G00038	A-36515	商	河南安阳	甲骨	003	示
ORS00091	T00047	A-17528	商	河南安阳	甲骨	003	示
ORS00092	G00039	A-35406	商	河南安阳	甲骨	003	示
ORS00093	T00049	A-32392	商	河南安阳	甲骨	003	示
ORS00094	T00051	A-30619	商	河南安阳	甲骨	003	示
ORS00095	T00052	A-27306	商	河南安阳	甲骨	003	示
ORS00096	G00040	A-27518	商	河南安阳	甲骨	003	示
ORS00097	T00053	A-01256	商	河南安阳	甲骨	003	示
ORS00098	G00044	A-01256	商	河南安阳	甲骨	003	示
ORS00099	T00054	A-27500	商	河南安阳	甲骨	003	示
ORS00100	T00048	A-28268	商	河南安阳	甲骨	003	示
ORS00101	T00055	A-28268	商	河南安阳	甲骨	003	示
ORS00102	T00056	A-35473	商	河南安阳	甲骨	003	示
ORS00103	T00057	A-35477	商	河南安阳	甲骨	003	示
ORS00104	G00090	A-27194	商	河南安阳	甲骨	003	祇口(上下)
ORS00105	T00159	A-22697	商	河南安阳	甲骨	003	柰
ORS00106	T00160	A-01593	商	河南安阳	甲骨	003	柰
ORS00107	G00091	A-01593	商	河南安阳	甲骨	003	柰
ORS00108	T00161	A-22625	商	河南安阳	甲骨	003	柰
ORS00109	T00162	A-25370	商	河南安阳	甲骨	003	柰
ORS00110	T00163	A-27640	商	河南安阳	甲骨	003	柰
ORS00111	T00167	A-25324	商	河南安阳	甲骨	003	柰
ORS00112	T00168	A-38703	商	河南安阳	甲骨	003	柰
ORS00113	T00127	A-30960	商	河南安阳	甲骨	003	示升
ORS00114	T00128	A-30972	商	河南安阳	甲骨	003	示升
ORS00115	T00129	A-35514	商	河南安阳	甲骨	003	示升
ORS00116	T00130	A-36534	商	河南安阳	甲骨	003	示升
ORS00117	T00131	A-35604	商	河南安阳	甲骨	003	示升
ORS00118	T00132	A-35708	商	河南安阳	甲骨	003	示升
ORS00119	T00133	A-36114	商	河南安阳	甲骨	062	示升
ORS00120	T00134	A-35709	商	河南安阳	甲骨	003	示升
ORS00121	T00135	A-30922	商	河南安阳	甲骨	003	示升
ORS00122	G00070	A-30768	商	河南安阳	甲骨	003	祀
ORS00123	G00071	A-32661	商	河南安阳	甲骨	003	祀
ORS00124	G00076	A-09658-0	商	河南安阳	甲骨	003	祀
ORS00125	G00077	A-16463	商	河南安阳	甲骨	003	祀
ORS00126	T00084	A-20020	商	河南安阳	甲骨	003	祀
ORS00127	G00073	A-15959-0	商	河南安阳	甲骨	003	祀
ORS00128	G00074	A-05949	商	河南安阳	甲骨	003	祀
ORS00129	T00087	A-29714	商	河南安阳	甲骨	003	祀
ORS00130	G00072	A-29714	商	河南安阳	甲骨	003	祀
ORS00131	T00088	A-14504	商	河南安阳	甲骨	003	祀
ORS00132	G00075	A-02231	商	河南安阳	甲骨	003	祀
ORS00133	T00089	A-15460	商	河南安阳	甲骨	003	祀
ORS00134	T00095	A-00327	商	河南安阳	甲骨	003	祏
ORS00135	G00078	A-15216	商	河南安阳	甲骨	003	祏
ORS00136	T00096	A-15704	商	河南安阳	甲骨	003	祏
ORS00137	G00079	A-11236	商	河南安阳	甲骨	003	祏
ORS00138	T00098	A-15217	商	河南安阳	甲骨	003	祏
ORS00139	G00080	A-14685	商	河南安阳	甲骨	003	祏
ORS00140	G00062	A-27416	商	河南安阳	甲骨	003	祐
ORS00141	G00061	A-27083	商	河南安阳	甲骨	003	祐
ORS00142	G00064	A-02087	商	河南安阳	甲骨	003	祐
ORS00143	G00065	A-34603	商	河南安阳	甲骨	003	祐
ORS00144	G00083	A-30398	商	河南安阳	甲骨	003	祝
ORS00145	G00085	A-30958	商	河南安阳	甲骨	003	祝
ORS00146	T00109	A-30398	商	河南安阳	甲骨	003	祝
ORS00147	G00084	A-30648	商	河南安阳	甲骨	003	祝
ORS00148	T00112	F-00261	商	河南安阳	甲骨	022	祝
ORS00149	G00087	A-02331	商	河南安阳	甲骨	003	祝
ORS00150	T00101	A-03905	商	河南安阳	甲骨	003	祝
ORS00151	T00103	A-15278	商	河南安阳	甲骨	003	祝
ORS00152	T00104	A-15279	商	河南安阳	甲骨	003	祝
ORS00153	T00110	A-34444	商	河南安阳	甲骨	003	祝
ORS00154	G00082	A-15279	商	河南安阳	甲骨	003	祝
ORS00155	T00111	F-00016	商	河南安阳	甲骨	003	祝
ORS00156	T00102	A-12740	商	河南安阳	甲骨	003	祝
ORS00157	T00100	A-00787	商	河南安阳	甲骨	022	同隸定
ORS00158	G00086	A-22137	商	河南安阳	甲骨	022	口卩(上下)
ORS00159	G00081	E-H11:20	周	陕西岐山	甲骨	003	祠
ORS00160	G00047	A-00104	商	河南安阳	甲骨	003	祥
ORS00161	G00048	A-00105	商	河南安阳	甲骨	003	祥
ORS00162	G00052	A-22788	商	河南安阳	甲骨	003	祭
ORS00163	T00064	A-25030	商	河南安阳	甲骨	003	(礻又)
ORS00164	T00065	A-27083	商	河南安阳	甲骨	003	(礻又)
ORS00165	T00067	A-27400	商	河南安阳	甲骨	003	(礻又)
ORS00166	T00066	A-27273	商	河南安阳	甲骨	003	(礻又)
ORS00167	T00068	A-27491	商	河南安阳	甲骨	003	(礻又)
ORS00168	T00069	A-31779	商	河南安阳	甲骨	003	(礻又)
ORS00169	T00073	A-04064	商	河南安阳	甲骨	003	祭
ORS00170	G00050	A-04064	商	河南安阳	甲骨	003	祭
ORS00171	T00076	A-22788	商	河南安阳	甲骨	003	祭
ORS00172	T00078	A-27128	商	河南安阳	甲骨	003	祭
ORS00173	G00051	A-15886	商	河南安阳	甲骨	003	祭
ORS00174	G00053	A-23076	商	河南安阳	甲骨	003	祭
ORS00175	G00055	A-27226	商	河南安阳	甲骨	003	祭
ORS00176	T00081	A-35579	商	河南安阳	甲骨	003	祭
ORS00177	T00075	A-15023	商	河南安阳	甲骨	003	祭
ORS00178	T00077	A-22863	商	河南安阳	甲骨	003	祭
ORS00179	G00058	A-01051-0	商	河南安阳	甲骨	003	祭
ORS00180	G00059	A-32677	商	河南安阳	甲骨	003	祭
ORS00181	T00074	A-07905	商	河南安阳	甲骨	003	祭
ORS00182	G00054	A-27128	商	河南安阳	甲骨	003	祭
ORS00183	T00079	A-32544	商	河南安阳	甲骨	003	祭
ORS00184	G00056	A-30521	商	河南安阳	甲骨	003	祭
ORS00185	G00057	A-34614	商	河南安阳	甲骨	003	祭
ORS00186	T00080	A-35233	商	河南安阳	甲骨	003	祭
ORS00187	G00060	A-35233	商	河南安阳	甲骨	003	祭
ORS00188	T00178	A-27022	商	河南安阳	甲骨	003	示冊
ORS00189	T00179	A-27023	商	河南安阳	甲骨	003	示冊
ORS00190	T00180	A-27324	商	河南安阳	甲骨	003	示冊
ORS00191	T00181	A-30675	商	河南安阳	甲骨	003	示冊
ORS00192	T00182	A-34538	商	河南安阳	甲骨	003	示冊
ORS00193	G00063	A-30958	商	河南安阳	甲骨	003	祐
ORS00194	T03758	A-00787	商	河南安阳	甲骨	022	祝
ORS00195	T03759	A-01869-0	商	河南安阳	甲骨	022	祝
ORS00196	T03760	A-13926	商	河南安阳	甲骨	022	祝
ORS00197	T03761	A-03905	商	河南安阳	甲骨	022	祝
ORS00198	G03721	A-30973	商	河南安阳	甲骨	003	蒸
ORS00199	G03722	A-26963	商	河南安阳	甲骨	003	蒸
ORS00200	G04123	A-30922	商	河南安阳	甲骨	003	示升
ORS00201	G04129	A-30960	商	河南安阳	甲骨	003	示升
ORS00202	G04130	A-30972	商	河南安阳	甲骨	003	示升
ORS00203	G04121	A-35604	商	河南安阳	甲骨	003	示升
ORS00204	G04124	A-35630	商	河南安阳	甲骨	003	示升
ORS00205	G04122	A-35708	商	河南安阳	甲骨	003	示升
ORS00206	G04125	A-35801	商	河南安阳	甲骨	003	示升
ORS00207	G04126	A-38455	商	河南安阳	甲骨	003	示升
ORS00208	G04127	A-38458	商	河南安阳	甲骨	003	示升
ORS00209	G04128	A-38461	商	河南安阳	甲骨	003	示升
ORS00210	T00166	A-21832	商	河南安阳	甲骨	003	柰
ORS00211	T00164	A-15662	商	河南安阳	甲骨	003	柰/尞
ORS00212	T00165	A-15701	商	河南安阳	甲骨	003	柰/尞
ORS00213	T00062	A-30065	商	河南安阳	甲骨	193	畐
ORS00214	T00063	A-30948	商	河南安阳	甲骨	193	畐
ORS00215	T00136	A-36554	商	河南安阳	甲骨	003	示豆廾
ORS00216	G00068	A-41757	商	河南安阳	甲骨	003	祀
ORS00217	G00069	A-41835	商	河南安阳	甲骨	003	祀
ORS00218	T00105	A-15280	商	河南安阳	甲骨	003	祝
ORS00219	T00106	A-16165	商	河南安阳	甲骨	003	祝
ORS00220	T00107	A-21190	商	河南安阳	甲骨	003	祝
ORS00221	T00108	A-22984	商	河南安阳	甲骨	003	祝
ORS00222	T00124	A-27559	商	河南安阳	甲骨	003	禦
ORS00223	G00089	A-30297	商	河南安阳	甲骨	003	禦
ORS00224	T00120	A-00177	商	河南安阳	甲骨	003	禦/御
ORS00225	T00122	A-01793-0	商	河南安阳	甲骨	003	禦/御
ORS00226	T00123	A-19809	商	河南安阳	甲骨	003	禦/御
ORS00227	G00088	A-27559	商	河南安阳	甲骨	003	禦/御
ORS00228	T00125	A-30297	商	河南安阳	甲骨	003	禦/御
ORS00229	T00121	F-00324	商	河南安阳	甲骨	003	禦/御
ORS00230	T00154	A-27221	商	河南安阳	甲骨	003	蒸
ORS00231	T00142	A-27632	商	河南安阳	甲骨	003	蒸
ORS00232	T00155	A-30524	商	河南安阳	甲骨	003	蒸
ORS00233	T00070	A-15401	商	河南安阳	甲骨	003	袏
ORS00234	T00071	A-20035	商	河南安阳	甲骨	003	袏
ORS00235	T00072	A-21152	商	河南安阳	甲骨	003	袏
ORS00236	G02060	A-26963	商	河南安阳	甲骨	003	示(豆/廾)
ORS00237	G02059	A-30973	商	河南安阳	甲骨	003	示(豆/廾)
ORS00238	G02061	A-30974	商	河南安阳	甲骨	003	示(豆/廾)
ORS00239	G02062	A-30975	商	河南安阳	甲骨	003	示(豆/廾)
ORS00240	T00169	A-30642	商	河南安阳	甲骨	003	隹示又
ORS00241	T00170	A-30765	商	河南安阳	甲骨	003	隹示又
ORS00242	T00171	A-34636	商	河南安阳	甲骨	003	隹示又
ORS00243	T00172	A-35680	商	河南安阳	甲骨	003	隹示又
ORS00244	T00177	A-36030	商	河南安阳	甲骨	003	隹示又
ORS00245	T00176	F-01128	商	河南安阳	甲骨	003	隹示又
ORS00246	T00173	F-02598	商	河南安阳	甲骨	003	隹示又
ORS00247	T00174	F-03286	商	河南安阳	甲骨	003	隹示又
ORS00248	T00175	F-04178	商	河南安阳	甲骨	003	隹示又
ORS00249	G00049	A-05639-0	商	河南安阳	甲骨	003	祉
ORS00250	T00183	A-00120	商	河南安阳	甲骨	004	三
ORS00251	G00092	A-00454-0	商	河南安阳	甲骨	004	三
ORS00252	G00098	A-00032-0	商	河南安阳	甲骨	005	王
ORS00253	T00184	A-00005	商	河南安阳	甲骨	005	王
ORS00254	G00099	A-00007	商	河南安阳	甲骨	005	王
ORS00255	G00096	A-17387	商	河南安阳	甲骨	005	王
ORS00256	G00097	A-03774-1	商	河南安阳	甲骨	005	王
ORS00257	G00100	A-00068	商	河南安阳	甲骨	005	王
ORS00258	T00186	A-02740	商	河南安阳	甲骨	005	王
ORS00259	G00102	A-05267	商	河南安阳	甲骨	005	王
ORS00260	G00103	A-05280	商	河南安阳	甲骨	005	王
ORS00261	G00104	A-19946-1	商	河南安阳	甲骨	005	王
ORS00262	T00185	A-20305	商	河南安阳	甲骨	005	王
ORS00263	G00101	A-22327	商	河南安阳	甲骨	005	王
ORS00264	G00095	A-22596	商	河南安阳	甲骨	005	王
ORS00265	G00094	A-22598	商	河南安阳	甲骨	005	王
ORS00266	G00093	A-22723	商	河南安阳	甲骨	005	王
ORS00267	T00188	A-23354	商	河南安阳	甲骨	005	王
ORS00268	T00191	A-25077	商	河南安阳	甲骨	005	王
ORS00269	T00190	A-36376	商	河南安阳	甲骨	005	王
ORS00270	T00187	A-36534	商	河南安阳	甲骨	005	王
ORS00271	T00189	A-37430	商	河南安阳	甲骨	005	王
ORS00272	G00111	A-03068	商	河南安阳	甲骨	006	玉
ORS00273	T00193	A-03068	商	河南安阳	甲骨	006	玉
ORS00274	G00108	A-03990-0	商	河南安阳	甲骨	006	玉
ORS00275	T00192	A-03990-0	商	河南安阳	甲骨	006	玉
ORS00276	G00114	A-04059-0	商	河南安阳	甲骨	006	玉
ORS00277	T00194	A-04059-0	商	河南安阳	甲骨	006	玉
ORS00278	T00195	A-05815	商	河南安阳	甲骨	006	玉
ORS00279	T00196	A-15058	商	河南安阳	甲骨	006	玉
ORS00280	T00198	A-34562	商	河南安阳	甲骨	006	玉
ORS00281	G00116	A-34657	商	河南安阳	甲骨	006	玉
ORS00282	G00112	A-10171-0	商	河南安阳	甲骨	006	玉
ORS00283	G00113	A-10171-0	商	河南安阳	甲骨	006	玉
ORS00284	G00110	A-16089	商	河南安阳	甲骨	006	玉
ORS00285	T00197	A-16089	商	河南安阳	甲骨	006	玉
ORS00286	G00115	A-16976-0	商	河南安阳	甲骨	006	玉
ORS00287	G00109	A-34148	商	河南安阳	甲骨	006	玉
ORS00288	G00105	A-18758	商	河南安阳	甲骨	005	皇
ORS00289	G00106	A-06354-0	商	河南安阳	甲骨	005	皇
ORS00290	G00107	A-06355	商	河南安阳	甲骨	005	皇
ORS00291	T00200	A-37660	商	河南安阳	甲骨	006	玉禾目
ORS00292	T00201	A-37738	商	河南安阳	甲骨	006	玉禾目
ORS00293	T00199	A-37455	商	河南安阳	甲骨	006	玉禾目
ORS00294	G00120	A-16091	商	河南安阳	甲骨	007	玨
ORS00295	G00118	A-01052-0	商	河南安阳	甲骨	007	玨
ORS00296	G00119	A-16090	商	河南安阳	甲骨	007	玨
ORS00297	G00122	A-32420	商	河南安阳	甲骨	007	玨
ORS00298	G00117	A-33201	商	河南安阳	甲骨	007	玨
ORS00299	T00206	A-00826	商	河南安阳	甲骨	007	珏
ORS00300	T00202	A-14588	商	河南安阳	甲骨	007	珏
ORS00301	T00203	A-16091	商	河南安阳	甲骨	007	珏
ORS00302	T00205	A-20316	商	河南安阳	甲骨	007	珏
ORS00303	T00209	F-00216	商	河南安阳	甲骨	008	气
ORS00304	T00207	A-16242	商	河南安阳	甲骨	008	气
ORS00305	T00208	F-00172	商	河南安阳	甲骨	008	气
ORS00306	G00123	A-00043	商	河南安阳	甲骨	008	乞
ORS00307	G00124	A-01023	商	河南安阳	甲骨	008	乞
ORS00308	T00227	A-01488	商	河南安阳	甲骨	010	中
ORS00309	T00218	A-02727-1	商	河南安阳	甲骨	010	中
ORS00310	G00125	A-02857	商	河南安阳	甲骨	010	中
ORS00311	T00221	A-03337	商	河南安阳	甲骨	010	中
ORS00312	G00133	A-04931	商	河南安阳	甲骨	010	中
ORS00313	T00222	A-05575	商	河南安阳	甲骨	010	中
ORS00314	T00223	A-05807	商	河南安阳	甲骨	010	中
ORS00315	T00210	A-06448	商	河南安阳	甲骨	010	中
ORS00316	T00211	A-07365	商	河南安阳	甲骨	010	中
ORS00317	T00224	A-07366	商	河南安阳	甲骨	010	中
ORS00318	G00129	A-07368	商	河南安阳	甲骨	010	中
ORS00319	T00212	A-07368	商	河南安阳	甲骨	010	中
ORS00320	T00215	A-13343	商	河南安阳	甲骨	010	中
ORS00321	T00225	A-13357	商	河南安阳	甲骨	010	中
ORS00322	G00130	A-13375-0	商	河南安阳	甲骨	010	中
ORS00323	T00214	A-13613	商	河南安阳	甲骨	010	中
ORS00324	T00213	A-20386	商	河南安阳	甲骨	010	中
ORS00325	T00216	A-21302	商	河南安阳	甲骨	010	中
ORS00326	G00128	A-22587	商	河南安阳	甲骨	010	中
ORS00327	T00217	A-28569	商	河南安阳	甲骨	010	中
ORS00328	G00127	A-29788	商	河南安阳	甲骨	010	中
ORS00329	G00131	A-32846	商	河南安阳	甲骨	010	中
ORS00330	G00132	A-33096	商	河南安阳	甲骨	010	中
ORS00331	G00136	A-18661	商	河南安阳	甲骨	011	屮
ORS00332	T00228	A-01380	商	河南安阳	甲骨	011	屮
ORS00333	T00237	A-18661	商	河南安阳	甲骨	011	屮
ORS00334	T00238	A-18938	商	河南安阳	甲骨	011	屮
ORS00335	G00134	A-27218	商	河南安阳	甲骨	011	屮
ORS00336	G00135	A-40315	商	河南安阳	甲骨	011	屮
ORS00337	T02152	A-03190	商	河南安阳	甲骨	011	屮+心
ORS00338	T02150	A-18378	商	河南安阳	甲骨	011	屮+心
ORS00339	T02151	A-28197	商	河南安阳	甲骨	011	屮+貝
ORS00340	G00138	A-00812-0	商	河南安阳	甲骨	011	屯
ORS00341	G00139	A-00817	商	河南安阳	甲骨	011	屯
ORS00342	G00140	A-05628	商	河南安阳	甲骨	011	屯
ORS00343	T00230	A-17539	商	河南安阳	甲骨	011	屯
ORS00344	G00141	A-17573	商	河南安阳	甲骨	011	屯
ORS00345	G00142	A-17586	商	河南安阳	甲骨	011	屯
ORS00346	T00229	A-17598	商	河南安阳	甲骨	011	屯
ORS00347	G00143	A-17599-1	商	河南安阳	甲骨	011	屯
ORS00348	T00231	A-20416	商	河南安阳	甲骨	011	屯
ORS00349	G00137	A-32187	商	河南安阳	甲骨	011	屯
ORS00350	T00234	A-20594	商	河南安阳	甲骨	011	折
ORS00351	T00233	A-07923	商	河南安阳	甲骨	011	折
ORS00352	T00232	A-07925	商	河南安阳	甲骨	011	折
ORS00353	T00235	A-21002	商	河南安阳	甲骨	011	折
ORS00354	G00156	A-08005-0	商	河南安阳	甲骨	011	每
ORS00355	G00152	A-18099	商	河南安阳	甲骨	011	每
ORS00356	G00154	A-22457	商	河南安阳	甲骨	011	每
ORS00357	G00146	A-27792	商	河南安阳	甲骨	011	每
ORS00358	G00147	A-26906	商	河南安阳	甲骨	011	每
ORS00359	G00148	A-27739	商	河南安阳	甲骨	011	每
ORS00360	G00151	A-27956	商	河南安阳	甲骨	011	每
ORS00361	G00145	A-28057	商	河南安阳	甲骨	011	每
ORS00362	G00155	A-28562	商	河南安阳	甲骨	011	每
ORS00363	G00149	A-28563	商	河南安阳	甲骨	011	每
ORS00364	G00150	A-28750	商	河南安阳	甲骨	011	每
ORS00365	G00144	A-29178	商	河南安阳	甲骨	011	每
ORS00366	G00153	A-31279	商	河南安阳	甲骨	011	每
ORS00367	T00272	A-28057	商	河南安阳	甲骨	011	每
ORS00368	T00277	E-H11-174	商	河南安阳	甲骨	011	每
ORS00369	T00274	A-29155	商	河南安阳	甲骨	012	悔
ORS00370	T00276	F-02094	商	河南安阳	甲骨	011	悔
ORS00371	T00280	A-18428	商	河南安阳	甲骨	012	艾、刈
ORS00372	T00273	A-28750	商	河南安阳	甲骨	012	悔
ORS00373	T00236	A-41356	商	河南安阳	甲骨	012	艾、刈
ORS00374	T00262	A-18428	商	河南安阳	甲骨	012	艾、刈
ORS00375	G00182	A-07923	商	河南安阳	甲骨	011	折
ORS00376	G00180	A-07924	商	河南安阳	甲骨	011	折
ORS00377	G00183	A-15004	商	河南安阳	甲骨	011	折
ORS00378	G00181	A-21002	商	河南安阳	甲骨	011	折
ORS00379	G00198	A-08525	商	河南安阳	甲骨	012	春
ORS00380	G00194	A-08582-0	商	河南安阳	甲骨	012	春
ORS00381	G00199	A-09784	商	河南安阳	甲骨	012	春
ORS00382	T00279	A-11533	商	河南安阳	甲骨	012	春
ORS00383	G00196	A-15673	商	河南安阳	甲骨	012	春
ORS00384	G00192	A-29715	商	河南安阳	甲骨	012	春
ORS00385	T00278	A-29715	商	河南安阳	甲骨	012	春
ORS00386	G00197	A-30851	商	河南安阳	甲骨	012	春
ORS00387	G00195	F-01087	商	河南安阳	甲骨	012	春
ORS00388	G00193	A-11533	商	河南安阳	甲骨	012	春
ORS00389	T00299	A-02358-0	商	河南安阳	甲骨	014	春
ORS00390	G00200	A-18442	商	河南安阳	甲骨	012	春
ORS00391	T00268	A-24348	商	河南安阳	甲骨	014	莫
ORS00392	T00269	A-25225	商	河南安阳	甲骨	014	莫
ORS00393	T00265	A-30113	商	河南安阳	甲骨	014	莫
ORS00394	T00267	A-30786	商	河南安阳	甲骨	014	莫
ORS00395	T00264	A-10729	商	河南安阳	甲骨	014	莫
ORS00396	T00263	A-31941	商	河南安阳	甲骨	014	莫
ORS00397	T00266	F-04060	商	河南安阳	甲骨	014	莫
ORS00398	T03149	A-23209	商	河南安阳	甲骨	014	莫
ORS00399	T03150	A-23360	商	河南安阳	甲骨	014	莫
ORS00400	T03151	A-23212	商	河南安阳	甲骨	014	莫
ORS00401	G00212	A-10729	商	河南安阳	甲骨	014	莫
ORS00402	G00219	A-23207	商	河南安阳	甲骨	014	莫
ORS00403	G00220	A-23209	商	河南安阳	甲骨	014	莫
ORS00404	G00218	A-24348	商	河南安阳	甲骨	014	莫
ORS00405	G00217	A-26949	商	河南安阳	甲骨	014	莫
ORS00406	G00214	A-27274	商	河南安阳	甲骨	014	莫
ORS00407	G00213	A-27397	商	河南安阳	甲骨	014	莫
ORS00408	G00215	A-29673	商	河南安阳	甲骨	014	莫
ORS00409	G00210	A-29788	商	河南安阳	甲骨	014	莫
ORS00410	G00221	A-29806	商	河南安阳	甲骨	014	莫
ORS00411	G00216	A-30972	商	河南安阳	甲骨	014	莫
ORS00412	G00211	A-31949	商	河南安阳	甲骨	014	莫
ORS00413	G00225	A-37439	商	河南安阳	甲骨	014	??
ORS00414	T00297	A-40140	商	河南安阳	甲骨	014	莫
ORS00415	T00295	A-29788	商	河南安阳	甲骨	014	莫
ORS00416	T00294	A-30181	商	河南安阳	甲骨	014	莫
ORS00417	G00187	A-32963	商	河南安阳	甲骨	012	艿
ORS00418	T00271	A-32963	商	河南安阳	甲骨	012	艿
ORS00419	G00186	A-37517	商	河南安阳	甲骨	012	艿
ORS00420	G00185	A-33225	商	河南安阳	甲骨	012	艿
