ORSId	ID	Source	Period/Epoch	Area/Site	Material	SWRadical	SWRadicalNumber
ORS07095	G03218	A-01824-0	商	河南安阳	甲骨	350	岳
ORS07096	G03219	A-02325-1	商	河南安阳	甲骨	350	岳
ORS07097	G03220	A-03460-0	商	河南安阳	甲骨	350	岳
ORS07098	G03221	A-05519	商	河南安阳	甲骨	350	岳
ORS07099	G03222	A-06156-0	商	河南安阳	甲骨	350	岳
ORS07100	G03223	A-08330-0	商	河南安阳	甲骨	350	岳
ORS07101	G03224	A-09298-0	商	河南安阳	甲骨	350	岳
ORS07102	G03225	A-09552	商	河南安阳	甲骨	350	岳
ORS07103	G03226	A-13624-0	商	河南安阳	甲骨	350	岳
ORS07104	G03227	A-14415	商	河南安阳	甲骨	350	岳
ORS07105	G03228	A-30185	商	河南安阳	甲骨	350	岳
ORS07106	G03229	A-30411	商	河南安阳	甲骨	350	岳
ORS07107	G03230	A-33229	商	河南安阳	甲骨	350	岳
ORS07108	G03231	A-34198	商	河南安阳	甲骨	350	岳
ORS07109	G03232	A-34212	商	河南安阳	甲骨	350	岳
ORS07110	G03233	A-34218	商	河南安阳	甲骨	350	岳
ORS07111	G03234	A-34231	商	河南安阳	甲骨	350	岳
ORS07112	G03235	A-34295	商	河南安阳	甲骨	350	岳
ORS07113	G03236	A-07862	商	河南安阳	甲骨	350	
ORS07114	G03237	A-05766	商	河南安阳	甲骨	350	
ORS07115	G03238	A-08070	商	河南安阳	甲骨	350	
ORS07116	G03239	A-03218	商	河南安阳	甲骨	350	
ORS07117	G03240	A-08070	商	河南安阳	甲骨	350	
ORS07118	G03243	A-30393	商	河南安阳	甲骨	350	
ORS07119	G03244	A-30393	商	河南安阳	甲骨	350	
ORS07120	G03245	A-30455	商	河南安阳	甲骨	350	
ORS07121	G03246	A-22483	商	河南安阳	甲骨	350	
ORS07122	G03248	A-12860	商	河南安阳	甲骨	350	
ORS07123	G03250	A-00845	商	河南安阳	甲骨	350	
ORS07124	G03251	A-07996甲	商	河南安阳	甲骨	350	o
ORS07125	G03252	A-19622	商	河南安阳	甲骨	350	
ORS07126	G03257	A-18938	商	河南安阳	甲骨	350	?
ORS07127	G03256	A-07978	商	河南安阳	甲骨	350	
ORS07128	G03247	A-18072	商	河南安阳	甲骨	350	
ORS07129	G03254	A-23573	商	河南安阳	甲骨	350	
ORS07130	G03249	A-34495	商	河南安阳	甲骨	350	
ORS07131	G03253	A-05639-0	商	河南安阳	甲骨	350	
ORS07132	G03255	A-00530-0	商	河南安阳	甲骨	350	
ORS07133	G03241	A-30445	商	河南安阳	甲骨	350	?
ORS07134	G03242	A-30457	商	河南安阳	甲骨	350	?
ORS07135	T00354	A-29415	商	河南安阳	甲骨	353	廄
ORS07136	G03258	A-08088-1	商	河南安阳	甲骨	353	廳
ORS07137	G03259	A-09267	商	河南安阳	甲骨	353	廳
ORS07138	G03260	A-10405-0	商	河南安阳	甲骨	353	廳
ORS07139	G03261	A-19526	商	河南安阳	甲骨	353	廳
ORS07140	G03262	A-24402	商	河南安阳	甲骨	353	廳
ORS07141	G03263	A-26830	商	河南安阳	甲骨	353	廳
ORS07142	G03264	A-31045	商	河南安阳	甲骨	353	廳
ORS07143	G03265	A-04881	商	河南安阳	甲骨	353	廣
ORS07144	G03266	A-15100	商	河南安阳	甲骨	353	廣
ORS07145	G03269	A-07286	商	河南安阳	甲骨	353	龐
ORS07146	G03267	A-01035	商	河南安阳	甲骨	353	龐
ORS07147	G03268	A-01899-0	商	河南安阳	甲骨	353	龐
ORS07148	G03270	A-07292	商	河南安阳	甲骨	353	龐
ORS07149	G03271	A-07358	商	河南安阳	甲骨	353	龐
ORS07150	G03272	A-07930	商	河南安阳	甲骨	353	龐
ORS07151	G03273	A-09771	商	河南安阳	甲骨	353	龐
ORS07152	G03274	A-04292	商	河南安阳	甲骨	353	庶
ORS07153	G03275	A-16270	商	河南安阳	甲骨	353	庶
ORS07154	G03276	A-22045	商	河南安阳	甲骨	353	庶
ORS07155	G03278	A-25977	商	河南安阳	甲骨	353	
ORS07156	G03277	A-08297	商	河南安阳	甲骨	353	
ORS07157	G03280	A-00032-0	商	河南安阳	甲骨	356	危
ORS07158	G03281	A-06427	商	河南安阳	甲骨	356	危
ORS07159	G03282	A-06483-0	商	河南安阳	甲骨	356	危
ORS07160	G03283	A-06484-0	商	河南安阳	甲骨	356	危
ORS07161	G03284	A-06485-0	商	河南安阳	甲骨	356	危
ORS07162	G03285	A-06487	商	河南安阳	甲骨	356	危
ORS07163	G03286	A-06946-1	商	河南安阳	甲骨	356	危
ORS07164	G03287	A-08496	商	河南安阳	甲骨	356	危
ORS07165	G03288	A-08500	商	河南安阳	甲骨	356	危
ORS07166	G03289	A-27999	商	河南安阳	甲骨	356	危
ORS07167	G03290	A-32026	商	河南安阳	甲骨	356	危
ORS07168	G03291	A-32897	商	河南安阳	甲骨	356	危
ORS07169	G03297	A-21494	商	河南安阳	甲骨	357	石
ORS07170	G03292	A-07698	商	河南安阳	甲骨	357	石
ORS07171	G03293	A-06952-0	商	河南安阳	甲骨	357	石
ORS07172	G03294	A-06952-0	商	河南安阳	甲骨	357	石
ORS07173	G03295	A-00376-0	商	河南安阳	甲骨	357	石
ORS07174	G03296	A-22099	商	河南安阳	甲骨	357	石
ORS07175	G03279	A-33557	商	河南安阳	甲骨	357	
ORS07176	T00097	A-33916	商	河南安阳	甲骨	357	祏
ORS07177	G03304	A-33137	商	河南安阳	甲骨	357	
ORS07178	G03305	A-06662	商	河南安阳	甲骨	357	
ORS07179	G03306	A-06663	商	河南安阳	甲骨	357	
ORS07180	G03307	A-25213	商	河南安阳	甲骨	357	砓
ORS07181	G03298	A-10405-0	商	河南安阳	甲骨	357	硪
ORS07182	G03299	A-10406-0	商	河南安阳	甲骨	357	硪
ORS07183	G03300	A-08032	商	河南安阳	甲骨	357	磬
ORS07184	G03301	A-08034	商	河南安阳	甲骨	357	磬
ORS07185	G03302	A-08038	商	河南安阳	甲骨	357	磬
ORS07186	G03303	A-10500	商	河南安阳	甲骨	357	磬
ORS07187	G03308	A-27641	商	河南安阳	甲骨	358	長
ORS07188	G03309	A-28195	商	河南安阳	甲骨	358	長
ORS07189	G03310	A-00032-0	商	河南安阳	甲骨	359	勿
ORS07190	G03311	A-00259	商	河南安阳	甲骨	359	勿
ORS07191	G03312	A-00547	商	河南安阳	甲骨	359	勿
ORS07192	G03313	A-00585-0	商	河南安阳	甲骨	359	勿
ORS07193	G03314	A-01251	商	河南安阳	甲骨	359	勿
ORS07194	G03315	A-01942	商	河南安阳	甲骨	359	勿
ORS07195	G03316	A-02972	商	河南安阳	甲骨	359	勿
ORS07196	G03317	A-05512	商	河南安阳	甲骨	359	勿
ORS07197	G03318	A-19120	商	河南安阳	甲骨	359	勿
ORS07198	G03319	A-20070	商	河南安阳	甲骨	359	勿
ORS07199	G03320	A-30588	商	河南安阳	甲骨	359	勿
ORS07200	G03321	A-00032-0	商	河南安阳	甲骨	359	勿
ORS07201	G03322	A-03387	商	河南安阳	甲骨	359	昜
ORS07202	G03324	A-08979	商	河南安阳	甲骨	359	昜
ORS07203	G03323	A-03390	商	河南安阳	甲骨	359	昜
ORS07204	G03325	A-07411	商	河南安阳	甲骨	359	昜
ORS07205	G03326	A-08088-1	商	河南安阳	甲骨	360	冉
ORS07206	G03328	A-31995	商	河南安阳	甲骨	360	
ORS07207	G03327	A-31994	商	河南安阳	甲骨	360	
ORS07208	G03331	A-06480	商	河南安阳	甲骨	361	而
ORS07209	G03329	A-00286	商	河南安阳	甲骨	361	而
ORS07210	G03330	A-00412-0	商	河南安阳	甲骨	361	而
ORS07211	G03332	A-15588-0	商	河南安阳	甲骨	361	而
ORS07212	G03333	A-06016-0	商	河南安阳	甲骨	362	豕
ORS07213	G03334	A-10408-0	商	河南安阳	甲骨	362	豕
ORS07214	G03335	A-11223-0	商	河南安阳	甲骨	362	豕
ORS07215	G03336	A-11224	商	河南安阳	甲骨	362	豕
ORS07216	G03337	A-19883	商	河南安阳	甲骨	362	豕
ORS07217	G03338	A-20706-1	商	河南安阳	甲骨	362	豕
ORS07218	G03339	A-21380	商	河南安阳	甲骨	362	豕
ORS07219	G03340	A-08814	商	河南安阳	甲骨	362	豕
ORS07220	G03341	A-22133	商	河南安阳	甲骨	362	豕
ORS07221	G03368	A-06128	商	河南安阳	甲骨	362	
ORS07222	G03342	A-22210	商	河南安阳	甲骨	362	豕
ORS07223	G03343	A-28305	商	河南安阳	甲骨	362	豕
ORS07224	G03344	A-28310	商	河南安阳	甲骨	362	豕
ORS07225	G03345	A-29546	商	河南安阳	甲骨	362	豕
ORS07226	G03346	A-31993	商	河南安阳	甲骨	362	豕
ORS07227	G03347	A-32393	商	河南安阳	甲骨	362	豕
ORS07228	G03348	A-33615	商	河南安阳	甲骨	362	豕
ORS07229	G03349	A-34276	商	河南安阳	甲骨	362	豕
ORS07230	G03350	A-34387	商	河南安阳	甲骨	362	豕
ORS07231	G03360	A-14439	商	河南安阳	甲骨	362	豖
ORS07232	G03361	A-00378-0	商	河南安阳	甲骨	362	豖
ORS07233	G03362	A-14705	商	河南安阳	甲骨	362	豖
ORS07234	G03359	A-15983	商	河南安阳	甲骨	362	豭
ORS07235	G03351	A-01526	商	河南安阳	甲骨	362	豭
ORS07236	G03352	A-22133	商	河南安阳	甲骨	362	豭
ORS07237	G03353	A-22137	商	河南安阳	甲骨	362	豭
ORS07238	G03354	A-22141	商	河南安阳	甲骨	362	豭
ORS07239	G03355	A-30723	商	河南安阳	甲骨	362	豭
ORS07240	G03356	A-11242	商	河南安阳	甲骨	362	豭
ORS07241	G03357	A-34103	商	河南安阳	甲骨	362	豭
ORS07242	G03358	A-15827-0	商	河南安阳	甲骨	362	豭
ORS07243	G03363	A-02303	商	河南安阳	甲骨	362	o
ORS07244	G03364	A-22067	商	河南安阳	甲骨	362	o
ORS07245	G03365	A-22101	商	河南安阳	甲骨	362	o
ORS07246	G03366	A-22467	商	河南安阳	甲骨	362	o
ORS07247	G03367	A-25202	商	河南安阳	甲骨	362	o
ORS07248	T03889	A-10719	商	河南安阳	甲骨	362	网+豕
ORS07249	G03369	A-10719	商	河南安阳	甲骨	362	
ORS07250	T03890	A-10720	商	河南安阳	甲骨	362	网+豕
ORS07251	G03370	A-10720	商	河南安阳	甲骨	362	
ORS07252	G03372	A-00072-0	商	河南安阳	甲骨	362	
ORS07253	G03373	A-00534	商	河南安阳	甲骨	362	
ORS07254	G03376	A-10764	商	河南安阳	甲骨	362	
ORS07255	G03374	A-00689	商	河南安阳	甲骨	362	
ORS07256	G03371	A-00072-0	商	河南安阳	甲骨	362	
ORS07257	G03375	A-04427	商	河南安阳	甲骨	362	
ORS07258	G03377	A-19765	商	河南安阳	甲骨	362	
ORS07259	G03378	A-00779-0	商	河南安阳	甲骨	362	
ORS07260	G03380	A-05402	商	河南安阳	甲骨	362	
ORS07261	G03379	A-05247-0	商	河南安阳	甲骨	362	
ORS07262	G03381	A-05751	商	河南安阳	甲骨	362	
ORS07263	G03383	A-00117	商	河南安阳	甲骨	362	
ORS07264	G03391	A-20696	商	河南安阳	甲骨	362	
ORS07265	G03384	A-03353	商	河南安阳	甲骨	362	
ORS07266	G03385	A-06536	商	河南安阳	甲骨	362	
ORS07267	G03386	A-06749	商	河南安阳	甲骨	362	
ORS07268	G03392	A-23707	商	河南安阳	甲骨	362	
ORS07269	G03388	A-27454	商	河南安阳	甲骨	362	
ORS07270	G03389	A-32453	商	河南安阳	甲骨	362	
ORS07271	G03390	A-34081	商	河南安阳	甲骨	362	
ORS07272	G03387	A-11246	商	河南安阳	甲骨	362	
ORS07273	G03393	A-01022甲	商	河南安阳	甲骨	362	
ORS07274	G03394	A-07002	商	河南安阳	甲骨	362	
ORS07275	G03395	A-00120	商	河南安阳	甲骨	362	
ORS07276	G03396	A-11267	商	河南安阳	甲骨	362	
ORS07277	G03382	A-07372-0	商	河南安阳	甲骨	362	剢
ORS07278	G03397	A-00572	商	河南安阳	甲骨	363	o
ORS07279	G03398	A-06566-1	商	河南安阳	甲骨	363	o
ORS07280	G03399	A-24900	商	河南安阳	甲骨	363	o
ORS07281	G03400	A-03259	商	河南安阳	甲骨	363	
ORS07282	G03401	A-13628	商	河南安阳	甲骨	363	
ORS07283	G03402	A-01339	商	河南安阳	甲骨	364	彘
ORS07284	G03403	A-02496	商	河南安阳	甲骨	364	彘
ORS07285	G03406	A-11226	商	河南安阳	甲骨	364	彘
ORS07286	G03411	A-20688	商	河南安阳	甲骨	364	彘
ORS07287	G03408	A-14930	商	河南安阳	甲骨	364	彘
ORS07288	G03409	A-15942	商	河南安阳	甲骨	364	彘
ORS07289	G03412	A-21289-0	商	河南安阳	甲骨	364	彘
ORS07290	G03413	A-21555	商	河南安阳	甲骨	364	彘
ORS07291	G03414	A-22130	商	河南安阳	甲骨	364	彘
ORS07292	G03415	A-22226	商	河南安阳	甲骨	364	彘
ORS07293	G03416	A-22361	商	河南安阳	甲骨	364	彘
ORS07294	G03417	A-27861	商	河南安阳	甲骨	364	彘
ORS07295	G03418	A-31484	商	河南安阳	甲骨	364	彘
ORS07296	G03419	A-34122	商	河南安阳	甲骨	364	彘
ORS07297	G03404	A-09013-0	商	河南安阳	甲骨	364	彘
ORS07298	G03407	A-14929-0	商	河南安阳	甲骨	364	彘
ORS07299	G03410	A-19786	商	河南安阳	甲骨	364	彘
ORS07300	G03405	A-09338	商	河南安阳	甲骨	364	彘
ORS07301	G03422	A-15071	商	河南安阳	甲骨	365	
ORS07302	G03423	A-08211	商	河南安阳	甲骨	365	
ORS07303	G03426	A-22323	商	河南安阳	甲骨	365	
ORS07304	G03427	A-15857	商	河南安阳	甲骨	365	豚
ORS07305	G03428	A-28180	商	河南安阳	甲骨	365	豚
ORS07306	G03429	A-29549	商	河南安阳	甲骨	365	豚
ORS07307	G03430	A-29999	商	河南安阳	甲骨	365	豚
ORS07308	G03431	A-30393	商	河南安阳	甲骨	365	豚
ORS07309	G03432	A-30411	商	河南安阳	甲骨	365	豚
ORS07310	G03433	A-34462	商	河南安阳	甲骨	365	豚
ORS07311	G03420	A-11263	商	河南安阳	甲骨	365	豚
ORS07312	G03421	A-14395-0	商	河南安阳	甲骨	365	豚
ORS07313	G03424	A-21435	商	河南安阳	甲骨	365	豚
ORS07314	G03425	A-22226	商	河南安阳	甲骨	365	豚
ORS07315	G03434	A-13521-0	商	河南安阳	甲骨	366	豸
ORS07316	G03440	A-06653-0	商	河南安阳	甲骨	366	
ORS07317	G03441	A-18323	商	河南安阳	甲骨	366	
ORS07318	G03442	A-11016	商	河南安阳	甲骨	366	
ORS07319	G03435	A-03286-0	商	河南安阳	甲骨	366	豹
ORS07320	G03436	A-03295	商	河南安阳	甲骨	366	豹
ORS07321	G03437	A-10055	商	河南安阳	甲骨	366	豹
ORS07322	G03438	A-10080	商	河南安阳	甲骨	366	豹
ORS07323	G03439	A-14376	商	河南安阳	甲骨	366	豹
ORS07324	G03457	A-32718	商	河南安阳	甲骨	367	兕
ORS07325	G03443	A-00190-0	商	河南安阳	甲骨	367	兕
ORS07326	G03444	A-10397	商	河南安阳	甲骨	367	兕
ORS07327	G03445	A-10398	商	河南安阳	甲骨	367	兕
ORS07328	G03446	A-10399-0	商	河南安阳	甲骨	367	兕
ORS07329	G03447	A-10410-0	商	河南安阳	甲骨	367	兕
ORS07330	G03448	A-10427	商	河南安阳	甲骨	367	兕
ORS07331	G03449	A-10433	商	河南安阳	甲骨	367	兕
ORS07332	G03450	A-10450	商	河南安阳	甲骨	367	兕
ORS07333	G03451	A-17863	商	河南安阳	甲骨	367	兕
ORS07334	G03452	A-28393	商	河南安阳	甲骨	367	兕
ORS07335	G03453	A-28396	商	河南安阳	甲骨	367	兕
ORS07336	G03454	A-28399	商	河南安阳	甲骨	367	兕
ORS07337	G03455	A-28406	商	河南安阳	甲骨	367	兕
ORS07338	G03456	A-32603	商	河南安阳	甲骨	367	兕
ORS07339	G03458	A-33249	商	河南安阳	甲骨	367	兕
ORS07340	G03459	A-33373	商	河南安阳	甲骨	367	兕
ORS07341	G03460	A-33423	商	河南安阳	甲骨	367	兕
ORS07342	G03461	A-22470	商	河南安阳	甲骨	367	兕
ORS07343	G03462	A-10308	商	河南安阳	甲骨	367	兕
ORS07344	G03463	A-08933-0	商	河南安阳	甲骨	368	易
ORS07345	G03464	A-08825	商	河南安阳	甲骨	368	易
ORS07346	G03465	A-14691	商	河南安阳	甲骨	368	易
ORS07347	G03466	A-35673	商	河南安阳	甲骨	368	易
ORS07348	G03467	A-03291	商	河南安阳	甲骨	369	象
ORS07349	G03468	A-04611-0	商	河南安阳	甲骨	369	象
ORS07350	G03469	A-08983	商	河南安阳	甲骨	369	象
ORS07351	G03470	A-10222	商	河南安阳	甲骨	369	象
ORS07352	G03471	A-10226	商	河南安阳	甲骨	369	象
ORS07353	G03472	A-01052-0	商	河南安阳	甲骨	369	象
ORS07354	G03473	A-08984	商	河南安阳	甲骨	369	象
ORS07355	G03569	A-18796	商	河南安阳	甲骨	369	八/象
ORS07356	G03476	A-11446	商	河南安阳	甲骨	370	馬
ORS07357	G03477	A-11020	商	河南安阳	甲骨	370	馬
ORS07358	G03478	A-06763	商	河南安阳	甲骨	370	馬
ORS07359	G03479	A-10405-0	商	河南安阳	甲骨	370	馬
ORS07360	G03480	A-11023	商	河南安阳	甲骨	370	馬
ORS07361	G03481	A-00574	商	河南安阳	甲骨	370	馬
ORS07362	G03482	A-13705	商	河南安阳	甲骨	370	馬
ORS07363	G03483	A-20407	商	河南安阳	甲骨	370	馬
ORS07364	G03484	A-27631	商	河南安阳	甲骨	370	馬
ORS07365	G03485	A-27882	商	河南安阳	甲骨	370	馬
ORS07366	G03486	A-27945	商	河南安阳	甲骨	370	馬
ORS07367	G03487	A-27961	商	河南安阳	甲骨	370	馬
ORS07368	G03488	A-29416	商	河南安阳	甲骨	370	馬
ORS07369	G03489	A-32994	商	河南安阳	甲骨	370	馬
ORS07370	G03490	A-32995	商	河南安阳	甲骨	370	馬
ORS07371	G03491	A-36836	商	河南安阳	甲骨	370	駁
ORS07372	G03492	A-36987	商	河南安阳	甲骨	370	駁
ORS07373	G03496	A-28195	商	河南安阳	甲骨	370	駛
ORS07374	G03495	A-28195	商	河南安阳	甲骨	370	駛
ORS07375	G03497	A-37514	商	河南安阳	甲骨	370	騽
ORS07376	G03500	A-36985	商	河南安阳	甲骨	370	
ORS07377	G03501	A-36985	商	河南安阳	甲骨	370	
ORS07378	G03498	A-36985	商	河南安阳	甲骨	370	馬利
ORS07379	G03502	A-11050	商	河南安阳	甲骨	370	馬匕
ORS07380	G03504	A-36985	商	河南安阳	甲骨	370	
ORS07381	G03505	A-30297	商	河南安阳	甲骨	370	
ORS07382	G03503	A-29420	商	河南安阳	甲骨	370	馬之名
ORS07383	G03499	A-27972	商	河南安阳	甲骨	370	馬沓
ORS07384	G03506	A-27498	商	河南安阳	甲骨	371	廌
ORS07385	G03507	A-28420	商	河南安阳	甲骨	371	廌
ORS07386	G03508	A-28421	商	河南安阳	甲骨	371	廌
ORS07387	G03509	A-05860	商	河南安阳	甲骨	371	廌矢
ORS07388	G03510	A-26847	商	河南安阳	甲骨	371	拜+動物
ORS07389	G03511	A-29360	商	河南安阳	甲骨	371	拜+動物
ORS07390	G03512	A-29361	商	河南安阳	甲骨	371	拜+動物
ORS07391	G03513	A-30613	商	河南安阳	甲骨	371	動物+拜
ORS07392	G03514	A-30154	商	河南安阳	甲骨	371	動物+拜
ORS07393	G03515	A-10928	商	河南安阳	甲骨	372	鹿
ORS07394	G03516	A-10265	商	河南安阳	甲骨	372	鹿
ORS07395	G03517	A-10198-0	商	河南安阳	甲骨	372	鹿
ORS07396	G03518	A-10213	商	河南安阳	甲骨	372	鹿
ORS07397	G03519	A-10259	商	河南安阳	甲骨	372	鹿
ORS07398	G03520	A-10305	商	河南安阳	甲骨	372	鹿
ORS07399	G03521	A-10308	商	河南安阳	甲骨	372	鹿
ORS07400	G03522	A-10312	商	河南安阳	甲骨	372	鹿
ORS07401	G03523	A-10316	商	河南安阳	甲骨	372	鹿
ORS07402	G03524	A-10322	商	河南安阳	甲骨	372	鹿
ORS07403	G03525	A-10410-0	商	河南安阳	甲骨	372	鹿
ORS07404	G03526	A-19957-1	商	河南安阳	甲骨	372	鹿
ORS07405	G03527	A-28334	商	河南安阳	甲骨	372	鹿
ORS07406	G03528	A-28353	商	河南安阳	甲骨	372	鹿
ORS07407	G03529	A-33367	商	河南安阳	甲骨	372	鹿
ORS07408	G03530	A-01110-0	商	河南安阳	甲骨	372	
ORS07409	G03531	A-08228	商	河南安阳	甲骨	372	
ORS07410	G03532	A-08232	商	河南安阳	甲骨	372	或約鹿角也
ORS07411	G03533	A-20605	商	河南安阳	甲骨	372	鹿頭=,摹修
ORS07412	G03549	A-04596	商	河南安阳	甲骨	372	麇
ORS07413	G03534	A-10350	商	河南安阳	甲骨	372	麋
ORS07414	G03535	A-10358	商	河南安阳	甲骨	372	麋
ORS07415	G03536	A-10349	商	河南安阳	甲骨	372	麋
ORS07416	G03537	A-05579-0	商	河南安阳	甲骨	372	麋
ORS07417	G03538	A-10377	商	河南安阳	甲骨	372	麋
ORS07418	G03539	A-10380	商	河南安阳	甲骨	372	麋
ORS07419	G03540	A-10990	商	河南安阳	甲骨	372	麋
ORS07420	G03541	A-28381	商	河南安阳	甲骨	372	麋
ORS07421	G03542	A-28789	商	河南安阳	甲骨	372	麋
ORS07422	G03543	A-10260	商	河南安阳	甲骨	372	麑
ORS07423	G03544	A-10386-0	商	河南安阳	甲骨	372	麑
ORS07424	G03545	A-10392	商	河南安阳	甲骨	372	麑
ORS07425	G03546	A-10921	商	河南安阳	甲骨	372	麑
ORS07426	G03547	A-37453	商	河南安阳	甲骨	372	麑
ORS07427	G03548	A-37456	商	河南安阳	甲骨	372	麑
ORS07428	G03582	A-14295	商	河南安阳	甲骨	372	麑
ORS07429	G03550	A-36836	商	河南安阳	甲骨	372	麐
ORS07430	G03551	A-21771	商	河南安阳	甲骨	372	
ORS07431	G03552	A-37467	商	河南安阳	甲骨	372	鹿麋
ORS07432	G03555	A-35303	商	河南安阳	甲骨	372	
ORS07433	G03553	A-08229	商	河南安阳	甲骨	372	
ORS07434	G03554	A-18097	商	河南安阳	甲骨	372	
ORS07435	G03556	A-32979	商	河南安阳	甲骨	372	
ORS07436	G03557	A-33053	商	河南安阳	甲骨	372	
ORS07437	G03558	A-33103	商	河南安阳	甲骨	372	
ORS07438	G03559	A-05129	商	河南安阳	甲骨	372	
ORS07439	G03560	A-08233	商	河南安阳	甲骨	372	鹿土
ORS07440	G03561	A-07634-1	商	河南安阳	甲骨	374	o
ORS07441	G03562	A-10466	商	河南安阳	甲骨	374	o
ORS07442	G03563	A-17397-0	商	河南安阳	甲骨	374	o
ORS07443	G03564	A-00199	商	河南安阳	甲骨	374	o
ORS07444	G03565	A-00522-1	商	河南安阳	甲骨	374	八/o
ORS07445	G03566	A-17055-0	商	河南安阳	甲骨	374	八/o
ORS07446	G03570	A-10405-0	商	河南安阳	甲骨	374	
ORS07447	G03571	A-10406-0	商	河南安阳	甲骨	374	
ORS07448	G03572	A-18111	商	河南安阳	甲骨	374	
ORS07449	G03573	A-02103	商	河南安阳	甲骨	374	
ORS07450	G03574	A-10937-0	商	河南安阳	甲骨	374	
ORS07451	G03575	A-12442	商	河南安阳	甲骨	374	
ORS07452	G03576	A-32611	商	河南安阳	甲骨	374	
ORS07453	G03578	A-01054	商	河南安阳	甲骨	375	兔
ORS07454	G03580	A-10457	商	河南安阳	甲骨	375	兔
ORS07455	G03581	A-10458	商	河南安阳	甲骨	375	兔
ORS07456	G03585	A-10395	商	河南安阳	甲骨	375	兔
ORS07457	G03577	A-10455	商	河南安阳	甲骨	375	兔
ORS07458	G03583	A-17855	商	河南安阳	甲骨	375	兔
ORS07459	G03584	A-32912	商	河南安阳	甲骨	375	兔
ORS07460	G03587	A-10653	商	河南安阳	甲骨	375	逸
ORS07461	G03579	A-00137-0	商	河南安阳	甲骨	375	兔
ORS07462	G03589	A-00903-1	商	河南安阳	甲骨	376	萈
ORS07463	G03588	A-00150-0	商	河南安阳	甲骨	376	萈
ORS07464	G03602	A-22355	商	河南安阳	甲骨	377	犬
ORS07465	G03604	A-27926	商	河南安阳	甲骨	377	犬
ORS07466	G03591	A-01621-0	商	河南安阳	甲骨	377	犬
ORS07467	G03592	A-01045	商	河南安阳	甲骨	377	犬
ORS07468	G03593	A-11204	商	河南安阳	甲骨	377	犬
ORS07469	G03594	A-01051-0	商	河南安阳	甲骨	377	犬
ORS07470	G03595	A-05669-0	商	河南安阳	甲骨	377	犬
ORS07471	G03596	A-05676	商	河南安阳	甲骨	377	犬
ORS07472	G03597	A-10344-0	商	河南安阳	甲骨	377	犬
ORS07473	G03598	A-11203	商	河南安阳	甲骨	377	犬
ORS07474	G03599	A-16230-0	商	河南安阳	甲骨	377	犬
ORS07475	G03600	A-17599-1	商	河南安阳	甲骨	377	犬
ORS07476	G03601	A-20683	商	河南安阳	甲骨	377	犬
ORS07477	G03603	A-27898	商	河南安阳	甲骨	377	犬
ORS07478	G03605	A-28598	商	河南安阳	甲骨	377	犬
ORS07479	G03606	A-29391	商	河南安阳	甲骨	377	犬
ORS07480	G03607	A-32461-1	商	河南安阳	甲骨	377	犬
ORS07481	G03608	A-32966	商	河南安阳	甲骨	377	犬
ORS07482	G03609	A-33359	商	河南安阳	甲骨	377	犬
ORS07483	G03610	A-36771	商	河南安阳	甲骨	377	犬
ORS07484	G03611	A-04652	商	河南安阳	甲骨	377	尨
ORS07485	G03612	A-11208	商	河南安阳	甲骨	377	尨
ORS07486	G03613	A-07139	商	河南安阳	甲骨	377	狩
ORS07487	G03614	A-10308	商	河南安阳	甲骨	377	狩
ORS07488	G03615	A-10591	商	河南安阳	甲骨	377	狩
ORS07489	G03622	A-10588	商	河南安阳	甲骨	377	狩
ORS07490	G03623	A-10608-0	商	河南安阳	甲骨	377	狩
ORS07491	G03616	A-10612	商	河南安阳	甲骨	377	狩
ORS07492	G03617	A-10628	商	河南安阳	甲骨	377	狩
ORS07493	G03618	A-10969-0	商	河南安阳	甲骨	377	狩
ORS07494	G03619	A-20756	商	河南安阳	甲骨	377	狩
ORS07495	G03620	A-33382	商	河南安阳	甲骨	377	狩
ORS07496	G03621	A-10940	商	河南安阳	甲骨	377	狩
ORS07497	G03624	A-28347	商	河南安阳	甲骨	377	狩
ORS07498	G03625	A-28640	商	河南安阳	甲骨	377	狩
ORS07499	G03626	A-28773	商	河南安阳	甲骨	377	狩
ORS07500	G03643	A-33168	商	河南安阳	甲骨	377	犬立
ORS07501	G03644	A-26881	商	河南安阳	甲骨	377	犬大
ORS07502	G03645	A-27065	商	河南安阳	甲骨	377	
ORS07503	G03646	A-27146	商	河南安阳	甲骨	377	
ORS07504	G03647	A-27459	商	河南安阳	甲骨	377	
ORS07505	G03648	A-31382	商	河南安阳	甲骨	377	
ORS07506	G03649	A-31393	商	河南安阳	甲骨	377	
ORS07507	G03650	A-31393	商	河南安阳	甲骨	377	
ORS07508	G03651	A-31553	商	河南安阳	甲骨	377	
ORS07509	G03652	A-28307-0	商	河南安阳	甲骨	377	
ORS07510	G03653	A-33074	商	河南安阳	甲骨	377	
ORS07511	G03655	A-33079	商	河南安阳	甲骨	377	
ORS07512	G03654	A-33075	商	河南安阳	甲骨	377	
ORS07513	G03656	A-31583	商	河南安阳	甲骨	377	
ORS07514	G03657	A-31463	商	河南安阳	甲骨	377	
ORS07515	G03658	A-35655	商	河南安阳	甲骨	377	
ORS07516	G03659	A-35706	商	河南安阳	甲骨	377	
ORS07517	G03660	A-36851	商	河南安阳	甲骨	377	
